Ds,x,g_x
0.39,0.4500000000000002,0.587079625947093
0.39,0.4750000000000001,0.5911844645004662
0.39,0.5,0.595187291199114
0.39,0.5250000000000004,0.5990865167897492
0.39,0.5500000000000003,0.6028809362622164
0.39,0.5750000000000002,0.6065697124827654
0.39,0.6000000000000001,0.6101523580902365
0.39,0.625,0.6136287160090736
0.39,0.6500000000000004,0.6169989389180679
0.39,0.6750000000000003,0.6202634679939081
0.39,0.7000000000000002,0.6234230112250775
0.39,0.7250000000000001,0.6264785215654299
0.39,0.75,0.6294311751689002
0.39,0.7750000000000004,0.6322823499181132
0.39,0.8000000000000003,0.635033604430908
0.39,0.8250000000000002,0.6376866577006599
0.39,0.8500000000000001,0.6402433694992435
0.39,0.875,0.6427057216459895
0.39,0.9000000000000004,0.6450758002223089
0.39,0.9250000000000003,0.647355778790016
0.39,0.9500000000000002,0.6495479026518874
0.39,0.9750000000000001,0.6516544741756936
0.39,1.0,0.653677839187816
0.39,1.0250000000000004,0.6556203744295576
0.39,1.0499999999999998,0.6574844760582552
0.39,1.0750000000000002,0.6592725491661954
0.39,1.1000000000000005,0.660986998282953
0.39,1.125,0.6626302188209834
0.39,1.1500000000000004,0.6642045894199066
0.39,1.1749999999999998,0.6657124651417939
0.39,1.2000000000000002,0.6671561714677292
0.39,1.2250000000000005,0.6685379990448143
0.39,1.25,0.6698601991324943
0.39,1.2750000000000004,0.6711249796974502
0.39,1.2999999999999998,0.6723345021072213
0.39,1.3250000000000002,0.6734908783740899
0.39,1.3500000000000005,0.6745961689024718
0.39,1.375,0.6756523806950281
0.39,1.4000000000000004,0.6766614659748883
0.39,1.4249999999999998,0.6776253211836647
0.39,1.4500000000000002,0.6785457863173217
0.39,1.4750000000000005,0.67942464456436
0.39,1.5,0.6802636222131905
0.39,1.5250000000000004,0.6810643887979302
0.39,1.5499999999999998,0.6818285574541747
0.39,1.5750000000000002,0.6825576854585323
0.39,1.6000000000000005,0.6832532749278543
0.39,1.625,0.6839167736561413
0.39,1.6500000000000004,0.6845495760690506
0.39,1.6749999999999998,0.6851530242777547
0.39,1.7000000000000002,0.6857284092156224
0.39,1.7250000000000005,0.6862769718428005
0.39,1.75,0.6867999044052646
0.39,1.7750000000000004,0.6872983517363013
0.39,1.8000000000000007,0.6877734125896566
0.39,1.8250000000000002,0.6882261409947783
0.39,1.8500000000000005,0.6886575476256522
0.39,1.875,0.6890686011757396
0.39,1.9000000000000004,0.6894602297324218
0.39,1.9250000000000007,0.6898333221451928
0.39,1.9500000000000002,0.6901887293825867
0.39,1.9750000000000005,0.6905272658735182
0.39,2.0,0.6908497108293213
0.39,2.0250000000000004,0.6911568095433368
0.39,2.0500000000000007,0.6914492746653935
0.39,2.075,0.6917277874489839
0.39,2.1000000000000005,0.6919929989693308
0.39,2.125,0.6922455313109073
0.39,2.1500000000000004,0.6924859787232861
0.39,2.1750000000000007,0.6927149087444832
0.39,2.2,0.6929328632912073
0.39,2.2250000000000005,0.6931403597156516
0.39,2.25,0.6933378918286536
0.39,2.2750000000000004,0.6935259308892242
0.39,2.3000000000000007,0.6937049265605891
0.39,2.325,0.6938753078330157
0.39,2.3500000000000005,0.6940374839138095
0.39,2.375,0.6941918450849555
0.39,2.4000000000000004,0.6943387635289573
0.39,2.4250000000000007,0.6944785941235005
0.39,2.45,0.6946116752056092
0.39,2.4750000000000005,0.6947383293060232
0.39,2.5,0.6948588638545458
0.39,2.5250000000000004,0.6949735718571483
0.39,2.5500000000000007,0.6950827325456338
0.39,2.575,0.6951866120006759
0.39,2.6000000000000005,0.6952854637490583
0.39,2.625,0.6953795293359458
0.39,2.6500000000000004,0.695469038873012
0.39,2.6750000000000007,0.69555421156325
0.39,2.7,0.6956352562032825
0.39,2.7250000000000005,0.6957123716639776
0.39,2.75,0.6957857473501645
0.39,2.7750000000000004,0.6958555636402316
0.39,2.8000000000000007,0.6959219923063682
0.39,2.825,0.6959851969162012
0.39,2.8500000000000005,0.6960453332165534
0.39,2.875,0.696102549500035
0.39,2.9000000000000004,0.6961569869551609
0.39,2.9250000000000007,0.6962087800006624
0.39,2.95,0.6962580566046457
0.39,2.9750000000000005,0.6963049385892272
0.39,3.0,0.6963495419212551
0.27,-3.0,0.10964636439433548
0.27,-2.975,0.10969833781907641
0.27,-2.95,0.10975298505302548
0.27,-2.925,0.1098104441330447
0.27,-2.9,0.10987086027189161
0.27,-2.875,0.1099343862363301
0.27,-2.85,0.11000118274567065
0.27,-2.825,0.11007141889189366
0.27,-2.8,0.11014527258257707
0.27,-2.775,0.1102229310079251
0.27,-2.75,0.11030459113327246
0.27,-2.725,0.11039046021852257
0.27,-2.7,0.11048075636606876
0.27,-2.675,0.11057570909884125
0.27,-2.65,0.11067555997022593
0.27,-2.625,0.1107805632077085
0.27,-2.6,0.11089098639221313
0.27,-2.575,0.11100711117522924
0.27,-2.55,0.11112923403595026
0.27,-2.525,0.11125766708078987
0.27,-2.5,0.1113927388877891
0.27,-2.475,0.1115347953985904
0.27,-2.45,0.11168420086082062
0.27,-2.425,0.11184133882391106
0.27,-2.4,0.11200661319157186
0.27,-2.375,0.1121804493343467
0.27,-2.35,0.11236329526589174
0.27,-2.325,0.11255562288685639
0.27,-2.3,0.11275792930049106
0.27,-2.275,0.11297073820437056
0.27,-2.25,0.11319460136290282
0.27,-2.225,0.11343010016558563
0.27,-2.2,0.11367784727629243
0.27,-2.175,0.1139384883791957
0.27,-2.15,0.11421270402728882
0.27,-2.125,0.11450121159983616
0.27,-2.1,0.11480476737546587
0.27,-2.075,0.11512416872802918
0.27,-2.05,0.11546025645276914
0.27,-2.025,0.11581391723078867
0.27,-2.0,0.11618608624025666
0.27,-1.9749999999999999,0.1165777499232686
0.27,-1.95,0.1169899489177565
0.27,-1.925,0.11742378116433277
0.27,-1.9,0.11788040519844817
0.27,-1.875,0.1183610436387349
0.27,-1.8499999999999999,0.11886698688288823
0.27,-1.825,0.1193995970229071
0.27,-1.7999999999999998,0.11996031199195072
0.27,-1.775,0.12055064995546444
0.27,-1.75,0.12117221395956909
0.27,-1.7249999999999999,0.12182669684997176
