Ds,Da,rate_bits
0.3433333333333333,0.05,6.114409345247941
0.3433333333333333,0.09887640449438204,5.136548152388279
0.3433333333333333,0.14775280898876406,4.670821975022987
0.3433333333333333,0.1966292134831461,4.390137024163919
0.3433333333333333,0.24550561797752812,4.188589561872834
0.3433333333333333,0.29438202247191014,4.031232158234799
0.3433333333333333,0.34325842696629216,3.9021294418354793
0.3433333333333333,0.3921348314606742,3.792662825845844
0.3433333333333333,0.4410112359550562,3.6976402098651504
0.3433333333333333,0.4898876404494382,3.613690382396674
0.3433333333333333,0.5387640449438202,3.538499999114708
0.3433333333333333,0.5876404494382024,3.4704125955575007
0.3433333333333333,0.6365168539325844,3.4082012542318436
0.3433333333333333,0.6853932584269664,3.350931831801326
0.3433333333333333,0.7342696629213484,3.2978766325469713
0.3433333333333333,0.7831460674157305,3.248457726453106
0.3433333333333333,0.8320224719101125,3.2022084771216015
0.3433333333333333,0.8808988764044945,3.1587466811846183
0.3433333333333333,0.9297752808988765,3.117755352112936
0.3433333333333333,0.9786516853932585,3.078968677752156
0.3433333333333333,1.0275280898876404,3.042161565097923
0.3433333333333333,1.0764044943820226,3.0294468445267837
0.3433333333333333,1.1252808988764047,3.0294468445267837
0.3433333333333333,1.1741573033707866,3.0294468445267837
0.3433333333333333,1.2230337078651687,3.0294468445267837
0.3433333333333333,1.2719101123595506,3.0294468445267837
0.3433333333333333,1.3207865168539328,3.0294468445267837
0.3433333333333333,1.3696629213483147,3.0294468445267837
0.3433333333333333,1.4185393258426968,3.0294468445267837
0.3433333333333333,1.4674157303370787,3.0294468445267837
0.3433333333333333,1.5162921348314609,3.0294468445267837
0.3433333333333333,1.5651685393258428,3.0294468445267837
0.3433333333333333,1.614044943820225,3.0294468445267837
0.3433333333333333,1.662921348314607,3.0294468445267837
0.3433333333333333,1.711797752808989,3.0294468445267837
0.3433333333333333,1.760674157303371,3.0294468445267837
0.3433333333333333,1.809550561797753,3.0294468445267837
0.3433333333333333,1.858426966292135,3.0294468445267837
0.3433333333333333,1.907303370786517,3.0294468445267837
0.3433333333333333,1.9561797752808991,3.0294468445267837
0.3433333333333333,2.005056179775281,3.0294468445267837
0.3433333333333333,2.053932584269663,3.0294468445267837
0.3433333333333333,2.102808988764045,3.0294468445267837
0.3433333333333333,2.151685393258427,3.0294468445267837
0.3433333333333333,2.200561797752809,3.0294468445267837
0.3433333333333333,2.249438202247191,3.0294468445267837
0.3433333333333333,2.298314606741573,3.0294468445267837
0.3433333333333333,2.347191011235955,3.0294468445267837
0.3433333333333333,2.396067415730337,3.0294468445267837
0.3433333333333333,2.444943820224719,3.0294468445267837
0.3433333333333333,2.493820224719101,3.0294468445267837
0.3433333333333333,2.5426966292134834,3.0294468445267837
0.3433333333333333,2.5915730337078653,3.0294468445267837
0.3433333333333333,2.640449438202247,3.0294468445267837
0.3433333333333333,2.689325842696629,3.0294468445267837
0.3433333333333333,2.7382022471910115,3.0294468445267837
0.3433333333333333,2.7870786516853934,3.0294468445267837
0.3433333333333333,2.8359550561797753,3.0294468445267837
0.3433333333333333,2.884831460674157,3.0294468445267837
0.3433333333333333,2.9337078651685395,3.0294468445267837
0.3433333333333333,2.9825842696629215,3.0294468445267837
0.3433333333333333,3.0314606741573034,3.0294468445267837
0.3433333333333333,3.0803370786516853,3.0294468445267837
0.3433333333333333,3.1292134831460676,3.0294468445267837
0.3433333333333333,3.1780898876404495,3.0294468445267837
0.3433333333333333,3.2269662921348314,3.0294468445267837
0.3433333333333333,3.275842696629214,3.0294468445267837
0.3433333333333333,3.3247191011235957,3.0294468445267837
0.3433333333333333,3.3735955056179776,3.0294468445267837
0.3433333333333333,3.4224719101123595,3.0294468445267837
0.3433333333333333,3.471348314606742,3.0294468445267837
0.3433333333333333,3.520224719101124,3.0294468445267837
0.3433333333333333,3.5691011235955057,3.0294468445267837
0.3433333333333333,3.6179775280898876,3.0294468445267837
0.3433333333333333,3.66685393258427,3.0294468445267837
0.3433333333333333,3.715730337078652,3.0294468445267837
0.3433333333333333,3.7646067415730338,3.0294468445267837
0.3433333333333333,3.8134831460674157,3.0294468445267837
0.3433333333333333,3.862359550561798,3.0294468445267837
0.3433333333333333,3.91123595505618,3.0294468445267837
0.3433333333333333,3.960112359550562,3.0294468445267837
0.3433333333333333,4.008988764044944,3.0294468445267837
0.3433333333333333,4.057865168539326,3.0294468445267837
0.3433333333333333,4.106741573033708,3.0294468445267837
0.3433333333333333,4.15561797752809,3.0294468445267837
0.3433333333333333,4.204494382022472,3.0294468445267837
0.3433333333333333,4.253370786516854,3.0294468445267837
0.3433333333333333,4.3022471910112365,3.0294468445267837
0.3433333333333333,4.3511235955056184,3.0294468445267837
0.3433333333333333,4.4,3.0294468445267837
0.35239700374531835,0.05,6.114409345247941
0.35239700374531835,0.09887640449438204,5.130711157577041
0.35239700374531835,0.14775280898876406,4.551223786922035
0.35239700374531835,0.1966292134831461,4.150741077341495
0.35239700374531835,0.24550561797752812,3.8872295058645108
0.35239700374531835,0.29438202247191014,3.694643897775904
0.35239700374531835,0.34325842696629216,3.542790412516118
0.35239700374531835,0.3921348314606742,3.4174114776436375
0.35239700374531835,0.4410112359550562,3.3106319456162763
0.35239700374531835,0.4898876404494382,3.217639753319828
0.35239700374531835,0.5387640449438202,3.1352781943177197
0.35239700374531835,0.5876404494382024,3.061364174402035
0.35239700374531835,0.6365168539325844,2.99432489388097
0.35239700374531835,0.6853932584269664,2.9329896327438254
0.35239700374531835,0.7342696629213484,2.8764633949557386
0.35239700374531835,0.7831460674157305,2.8240465923350206
0.35239700374531835,0.8320224719101125,2.7751819979772736
0.35239700374531835,0.8808988764044945,2.7294185617399034
0.35239700374531835,0.9297752808988765,2.6863860384882092
0.35239700374531835,0.9786516853932585,2.6457767694806384
0.35239700374531835,1.0275280898876404,2.607332325480012
0.35239700374531835,1.0764044943820226,2.5708335333073515
0.35239700374531835,1.1252808988764047,2.564033887332713
0.35239700374531835,1.1741573033707866,2.564033887332713
0.35239700374531835,1.2230337078651687,2.564033887332713
0.35239700374531835,1.2719101123595506,2.564033887332713
0.35239700374531835,1.3207865168539328,2.564033887332713
0.35239700374531835,1.3696629213483147,2.564033887332713
0.35239700374531835,1.4185393258426968,2.564033887332713
0.35239700374531835,1.4674157303370787,2.564033887332713
0.35239700374531835,1.5162921348314609,2.564033887332713
0.35239700374531835,1.5651685393258428,2.564033887332713
0.35239700374531835,1.614044943820225,2.564033887332713
0.35239700374531835,1.662921348314607,2.564033887332713
0.35239700374531835,1.711797752808989,2.564033887332713
0.35239700374531835,1.760674157303371,2.564033887332713
0.35239700374531835,1.809550561797753,2.564033887332713
0.35239700374531835,1.858426966292135,2.564033887332713
0.35239700374531835,1.907303370786517,2.564033887332713
0.35239700374531835,1.9561797752808991,2.564033887332713
0.35239700374531835,2.005056179775281,2.564033887332713
0.35239700374531835,2.053932584269663,2.564033887332713
0.35239700374531835,2.102808988764045,2.564033887332713
0.35239700374531835,2.151685393258427,2.564033887332713
0.35239700374531835,2.200561797752809,2.564033887332713
0.35239700374531835,2.249438202247191,2.564033887332713
0.35239700374531835,2.298314606741573,2.564033887332713
0.35239700374531835,2.347191011235955,2.564033887332713
0.35239700374531835,2.396067415730337,2.564033887332713
0.35239700374531835,2.444943820224719,2.564033887332713
0.35239700374531835,2.493820224719101,2.564033887332713
0.35239700374531835,2.5426966292134834,2.564033887332713
0.35239700374531835,2.5915730337078653,2.564033887332713
0.35239700374531835,2.640449438202247,2.564033887332713
0.35239700374531835,2.689325842696629,2.564033887332713
0.35239700374531835,2.7382022471910115,2.564033887332713
0.35239700374531835,2.7870786516853934,2.564033887332713
0.35239700374531835,2.8359550561797753,2.564033887332713
0.35239700374531835,2.884831460674157,2.564033887332713
0.35239700374531835,2.9337078651685395,2.564033887332713
0.35239700374531835,2.9825842696629215,2.564033887332713
0.35239700374531835,3.0314606741573034,2.564033887332713
0.35239700374531835,3.0803370786516853,2.564033887332713
0.35239700374531835,3.1292134831460676,2.564033887332713
0.35239700374531835,3.1780898876404495,2.564033887332713
0.35239700374531835,3.2269662921348314,2.564033887332713
0.35239700374531835,3.275842696629214,2.564033887332713
0.35239700374531835,3.3247191011235957,2.564033887332713
0.35239700374531835,3.3735955056179776,2.564033887332713
0.35239700374531835,3.4224719101123595,2.564033887332713
0.35239700374531835,3.471348314606742,2.564033887332713
0.35239700374531835,3.520224719101124,2.564033887332713
0.35239700374531835,3.5691011235955057,2.564033887332713
0.35239700374531835,3.6179775280898876,2.564033887332713
0.35239700374531835,3.66685393258427,2.564033887332713
0.35239700374531835,3.715730337078652,2.564033887332713
0.35239700374531835,3.7646067415730338,2.564033887332713
0.35239700374531835,3.8134831460674157,2.564033887332713
0.35239700374531835,3.862359550561798,2.564033887332713
0.35239700374531835,3.91123595505618,2.564033887332713
0.35239700374531835,3.960112359550562,2.564033887332713
0.35239700374531835,4.008988764044944,2.564033887332713
0.35239700374531835,4.057865168539326,2.564033887332713
0.35239700374531835,4.106741573033708,2.564033887332713
0.35239700374531835,4.15561797752809,2.564033887332713
0.35239700374531835,4.204494382022472,2.564033887332713
0.35239700374531835,4.253370786516854,2.564033887332713
0.35239700374531835,4.3022471910112365,2.564033887332713
0.35239700374531835,4.3511235955056184,2.564033887332713
0.35239700374531835,4.4,2.564033887332713
0.3614606741573034,0.05,6.114409345247941
0.3614606741573034,0.09887640449438204,5.130711157577041
0.3614606741573034,0.14775280898876406,4.551223786922035
0.3614606741573034,0.1966292134831461,4.138931664382009
0.3614606741573034,0.24550561797752812,3.818653306713739
0.3614606741573034,0.29438202247191014,3.571014310828591
0.3614606741573034,0.34325842696629216,3.3866233566696056
0.3614606741573034,0.3921348314606742,3.2399004973046615
0.3614606741573034,0.4410112359550562,3.1180360557861597
0.3614606741573034,0.4898876404494382,3.0138146244600477
0.3614606741573034,0.5387640449438202,2.9227677870730453
0.3614606741573034,0.5876404494382024,2.841935453004259
0.3614606741573034,0.6365168539325844,2.769255150953891
0.3614606741573034,0.6853932584269664,2.703232191333794
0.3614606741573034,0.7342696629213484,2.642748664292581
0.3614606741573034,0.7831460674157305,2.5869465601562163
0.3614606741573034,0.8320224719101125,2.5351529670568373
0.3614606741573034,0.8808988764044945,2.4868303827900817
0.3614606741573034,0.9297752808988765,2.4415426562312446
0.3614606741573034,0.9786516853932585,2.3989310062967295
0.3614606741573034,1.0275280898876404,2.3586967393028466
0.3614606741573034,1.0764044943820226,2.320588537819952
0.3614606741573034,1.1252808988764047,2.2843929425748093
0.3614606741573034,1.1741573033707866,2.283460261613425
0.3614606741573034,1.2230337078651687,2.283460261613425
0.3614606741573034,1.2719101123595506,2.283460261613425
0.3614606741573034,1.3207865168539328,2.283460261613425
0.3614606741573034,1.3696629213483147,2.283460261613425
0.3614606741573034,1.4185393258426968,2.283460261613425
0.3614606741573034,1.4674157303370787,2.283460261613425
0.3614606741573034,1.5162921348314609,2.283460261613425
0.3614606741573034,1.5651685393258428,2.283460261613425
0.3614606741573034,1.614044943820225,2.283460261613425
0.3614606741573034,1.662921348314607,2.283460261613425
0.3614606741573034,1.711797752808989,2.283460261613425
0.3614606741573034,1.760674157303371,2.283460261613425
0.3614606741573034,1.809550561797753,2.283460261613425
0.3614606741573034,1.858426966292135,2.283460261613425
0.3614606741573034,1.907303370786517,2.283460261613425
0.3614606741573034,1.9561797752808991,2.283460261613425
0.3614606741573034,2.005056179775281,2.283460261613425
0.3614606741573034,2.053932584269663,2.283460261613425
0.3614606741573034,2.102808988764045,2.283460261613425
0.3614606741573034,2.151685393258427,2.283460261613425
0.3614606741573034,2.200561797752809,2.283460261613425
0.3614606741573034,2.249438202247191,2.283460261613425
0.3614606741573034,2.298314606741573,2.283460261613425
0.3614606741573034,2.347191011235955,2.283460261613425
0.3614606741573034,2.396067415730337,2.283460261613425
0.3614606741573034,2.444943820224719,2.283460261613425
0.3614606741573034,2.493820224719101,2.283460261613425
0.3614606741573034,2.5426966292134834,2.283460261613425
0.3614606741573034,2.5915730337078653,2.283460261613425
